Age,Column (decade year) 2,Country,Country (max female),Country Code,Country highlight,Country: OECD Avg ,Country: other than OECD Avg,Decades only : T|F,Effective labour market exit age (bins),Every 5 years T|F,Gender,Gender filter,Measure1,OECD Average highlight,OECD Average highlight (female),OECD Average highlight (male),OECD Member: T|F,Ref Area,Reference area,Region (group),Row (decade year) 2,Sex,UPPER Country,UPPER(Gender),Year,Year (2 figures),Year (each 5 years),Year Int,Age | Years,Country name value,Effective labour market exit age,Effective labour market exit age (female),Effective labour market exit age (male),Effective labour market exit age (tooltip),Exit age - Female outliers max,Obs Value
Not applicable,2,Switzerland,Switzerland,CHE,False,,Switzerland,False,65,False,Female,True,Effective labour market exit age,False,False,False,OECD member,CHE,Switzerland,Europe & Middle East,2,Female,SWITZERLAND,FEMALE,01-01-1975,'75,,1975,65.7,,65.7,65.7,,65.7,,65.7
Not applicable,2,Chile,Chile,CHL,False,,Chile,False,65,False,Female,True,Effective labour market exit age,False,False,False,OECD member,CHL,Chile,Latin America,2,Female,CHILE,FEMALE,01-01-1975,'75,,1975,65.7,,65.7,65.7,,65.7,,65.7
Not applicable,2,Czechia,Czechia,CZE,False,,Czechia,False,58,False,Female,True,Effective labour market exit age,False,False,False,OECD member,CZE,Czechia,Europe & Middle East,2,Female,CZECHIA,FEMALE,01-01-1975,'75,,1975,58.3,,58.3,58.3,,58.3,,58.3
Not applicable,2,Denmark,Denmark,DNK,False,,Denmark,False,63,False,Female,True,Effective labour market exit age,False,False,False,OECD member,DNK,Denmark,Europe & Middle East,2,Female,DENMARK,FEMALE,01-01-1975,'75,,1975,63.7,,63.7,63.7,,63.7,,63.7
Not applicable,2,Spain,Spain,ESP,False,,Spain,False,71,False,Female,True,Effective labour market exit age,False,False,False,OECD member,ESP,Spain,Europe & Middle East,2,Female,SPAIN,FEMALE,01-01-1975,'75,,1975,71.1,,71.1,71.1,,71.1,,71.1
Not applicable,2,Estonia,Estonia,EST,False,,Estonia,False,58,False,Female,True,Effective labour market exit age,False,False,False,OECD member,EST,Estonia,Europe & Middle East,2,Female,ESTONIA,FEMALE,01-01-1975,'75,,1975,58.9,,58.9,58.9,,58.9,,58.9
Not applicable,2,Finland,Finland,FIN,False,,Finland,False,62,False,Female,True,Effective labour market exit age,False,False,False,OECD member,FIN,Finland,Europe & Middle East,2,Female,FINLAND,FEMALE,01-01-1975,'75,,1975,62.3,,62.3,62.3,,62.3,,62.3
Not applicable,2,France,France,FRA,False,,France,False,64,False,Female,True,Effective labour market exit age,False,False,False,OECD member,FRA,France,Europe & Middle East,2,Female,FRANCE,FEMALE,01-01-1975,'75,,1975,64.4,,64.4,64.4,,64.4,,64.4
Not applicable,2,United Kingdom,United Kingdom,GBR,False,,United Kingdom,False,63,False,Female,True,Effective labour market exit age,False,False,False,OECD member,GBR,United Kingdom,Europe & Middle East,2,Female,UNITED KINGDOM,FEMALE,01-01-1975,'75,,1975,63.5,,63.5,63.5,,63.5,,63.5
Not applicable,2,Greece,Greece,GRC,False,,Greece,False,61,False,Female,True,Effective labour market exit age,False,False,False,OECD member,GRC,Greece,Europe & Middle East,2,Female,GREECE,FEMALE,01-01-1975,'75,,1975,61.8,,61.8,61.8,,61.8,,61.8
Not applicable,2,Hungary,Hungary,HUN,False,,Hungary,False,61,False,Female,True,Effective labour market exit age,False,False,False,OECD member,HUN,Hungary,Europe & Middle East,2,Female,HUNGARY,FEMALE,01-01-1975,'75,,1975,61.5,,61.5,61.5,,61.5,,61.5
Not applicable,2,Ireland,Ireland,IRL,False,,Ireland,False,70,False,Female,True,Effective labour market exit age,False,False,False,OECD member,IRL,Ireland,Europe & Middle East,2,Female,IRELAND,FEMALE,01-01-1975,'75,,1975,70.6,,70.6,70.6,,70.6,,70.6
Not applicable,2,Iceland,Iceland,ISL,False,,Iceland,False,69,False,Female,True,Effective labour market exit age,False,False,False,OECD member,ISL,Iceland,Europe & Middle East,2,Female,ICELAND,FEMALE,01-01-1975,'75,,1975,69.2,,69.2,69.2,,69.2,,69.2
Not applicable,2,Italy,Italy,ITA,False,,Italy,False,59,False,Female,True,Effective labour market exit age,False,False,False,OECD member,ITA,Italy,Europe & Middle East,2,Female,ITALY,FEMALE,01-01-1975,'75,,1975,59.6,,59.6,59.6,,59.6,,59.6
Not applicable,2,Japan,Japan,JPN,False,,Japan,False,63,False,Female,True,Effective labour market exit age,False,False,False,OECD member,JPN,Japan,East Asia,2,Female,JAPAN,FEMALE,01-01-1975,'75,,1975,63.6,,63.6,63.6,,63.6,,63.6
Not applicable,2,Korea,Korea,KOR,False,,Korea,False,63,False,Female,True,Effective labour market exit age,False,False,False,OECD member,KOR,Korea,East Asia,2,Female,KOREA,FEMALE,01-01-1975,'75,,1975,63.8,,63.8,63.8,,63.8,63.8,63.8
Not applicable,2,Luxembourg,Luxembourg,LUX,False,,Luxembourg,False,63,False,Female,True,Effective labour market exit age,False,False,False,OECD member,LUX,Luxembourg,Europe & Middle East,2,Female,LUXEMBOURG,FEMALE,01-01-1975,'75,,1975,63.6,,63.6,63.6,,63.6,,63.6
Not applicable,2,Mexico,Mexico,MEX,True,,Mexico,False,77,False,Female,True,Effective labour market exit age,False,False,False,OECD member,MEX,Mexico,Latin America,2,Female,MEXICO,FEMALE,01-01-1975,'75,,1975,77.1,,77.1,77.1,,77.1,77.1,77.1
Not applicable,2,Netherlands,Netherlands,NLD,False,,Netherlands,False,63,False,Female,True,Effective labour market exit age,False,False,False,OECD member,NLD,Netherlands,Europe & Middle East,2,Female,NETHERLANDS,FEMALE,01-01-1975,'75,,1975,63.7,,63.7,63.7,,63.7,,63.7
Not applicable,2,Norway,Norway,NOR,False,,Norway,False,67,False,Female,True,Effective labour market exit age,False,False,False,OECD member,NOR,Norway,Europe & Middle East,2,Female,NORWAY,FEMALE,01-01-1975,'75,,1975,67.1,,67.1,67.1,,67.1,,67.1
Not applicable,2,New Zealand,New Zealand,NZL,False,,New Zealand,False,65,False,Female,True,Effective labour market exit age,False,False,False,OECD member,NZL,New Zealand,Oceania,2,Female,NEW ZEALAND,FEMALE,01-01-1975,'75,,1975,65.0,,65.0,65.0,,65.0,,65.0
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,False,64,False,Female,True,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Female,OECD AVERAGE COUNTRY,FEMALE,01-01-1975,'75,,1975,64.0,,64.0,64.0,,64.0,,64.0
Not applicable,2,Poland,Poland,POL,False,,Poland,False,64,False,Female,True,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Female,POLAND,FEMALE,01-01-1975,'75,,1975,64.6,,64.6,64.6,,64.6,,64.6
Not applicable,2,Portugal,Portugal,PRT,False,,Portugal,False,66,False,Female,True,Effective labour market exit age,False,False,False,OECD member,PRT,Portugal,Europe & Middle East,2,Female,PORTUGAL,FEMALE,01-01-1975,'75,,1975,66.0,,66.0,66.0,,66.0,,66.0
Not applicable,2,Slovak Republic,Slovak Republic,SVK,False,,Slovak Republic,False,58,False,Female,True,Effective labour market exit age,False,False,False,OECD member,SVK,Slovak Republic,Europe & Middle East,2,Female,SLOVAK REPUBLIC,FEMALE,01-01-1975,'75,,1975,58.9,,58.9,58.9,,58.9,,58.9
Not applicable,2,Slovenia,Slovenia,SVN,False,,Slovenia,False,60,False,Female,True,Effective labour market exit age,False,False,False,OECD member,SVN,Slovenia,Europe & Middle East,2,Female,SLOVENIA,FEMALE,01-01-1975,'75,,1975,60.6,,60.6,60.6,,60.6,,60.6
Not applicable,2,Sweden,Sweden,SWE,False,,Sweden,False,64,False,Female,True,Effective labour market exit age,False,False,False,OECD member,SWE,Sweden,Europe & Middle East,2,Female,SWEDEN,FEMALE,01-01-1975,'75,,1975,64.4,,64.4,64.4,,64.4,,64.4
Not applicable,2,Türkiye,Türkiye,TUR,False,,Türkiye,False,59,False,Female,True,Effective labour market exit age,False,False,False,OECD member,TUR,Türkiye,Europe & Middle East,2,Female,TÜRKIYE,FEMALE,01-01-1975,'75,,1975,59.5,,59.5,59.5,,59.5,,59.5
Not applicable,2,United States,United States,USA,False,,United States,False,63,False,Female,True,Effective labour market exit age,False,False,False,OECD member,USA,United States,N. America,2,Female,UNITED STATES,FEMALE,01-01-1975,'75,,1975,63.8,,63.8,63.8,,63.8,,63.8
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,61,False,Female,True,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Female,AUSTRALIA,FEMALE,01-01-1976,'76,,1976,61.4,,61.4,61.4,,61.4,,61.4
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,60,False,Female,True,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Female,BELGIUM,FEMALE,01-01-1976,'76,,1976,60.2,,60.2,60.2,,60.2,,60.2
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,63,False,Female,True,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Female,CANADA,FEMALE,01-01-1976,'76,,1976,63.6,,63.6,63.6,,63.6,,63.6
Not applicable,2,Switzerland,Switzerland,CHE,False,,Switzerland,False,65,False,Female,True,Effective labour market exit age,False,False,False,OECD member,CHE,Switzerland,Europe & Middle East,2,Female,SWITZERLAND,FEMALE,01-01-1976,'76,,1976,65.4,,65.4,65.4,,65.4,,65.4
Not applicable,2,Chile,Chile,CHL,False,,Chile,False,65,False,Female,True,Effective labour market exit age,False,False,False,OECD member,CHL,Chile,Latin America,2,Female,CHILE,FEMALE,01-01-1976,'76,,1976,65.6,,65.6,65.6,,65.6,,65.6
Not applicable,2,Czechia,Czechia,CZE,False,,Czechia,False,58,False,Female,True,Effective labour market exit age,False,False,False,OECD member,CZE,Czechia,Europe & Middle East,2,Female,CZECHIA,FEMALE,01-01-1976,'76,,1976,58.3,,58.3,58.3,,58.3,,58.3
Not applicable,2,Denmark,Denmark,DNK,False,,Denmark,False,63,False,Female,True,Effective labour market exit age,False,False,False,OECD member,DNK,Denmark,Europe & Middle East,2,Female,DENMARK,FEMALE,01-01-1976,'76,,1976,63.7,,63.7,63.7,,63.7,,63.7
Not applicable,2,Spain,Spain,ESP,False,,Spain,False,70,False,Female,True,Effective labour market exit age,False,False,False,OECD member,ESP,Spain,Europe & Middle East,2,Female,SPAIN,FEMALE,01-01-1976,'76,,1976,70.3,,70.3,70.3,,70.3,,70.3
Not applicable,2,Estonia,Estonia,EST,False,,Estonia,False,58,False,Female,True,Effective labour market exit age,False,False,False,OECD member,EST,Estonia,Europe & Middle East,2,Female,ESTONIA,FEMALE,01-01-1976,'76,,1976,58.9,,58.9,58.9,,58.9,,58.9
Not applicable,2,Finland,Finland,FIN,False,,Finland,False,62,False,Female,True,Effective labour market exit age,False,False,False,OECD member,FIN,Finland,Europe & Middle East,2,Female,FINLAND,FEMALE,01-01-1976,'76,,1976,62.4,,62.4,62.4,,62.4,,62.4
Not applicable,2,France,France,FRA,False,,France,False,64,False,Female,True,Effective labour market exit age,False,False,False,OECD member,FRA,France,Europe & Middle East,2,Female,FRANCE,FEMALE,01-01-1976,'76,,1976,64.2,,64.2,64.2,,64.2,,64.2
Not applicable,2,United Kingdom,United Kingdom,GBR,False,,United Kingdom,False,62,False,Female,True,Effective labour market exit age,False,False,False,OECD member,GBR,United Kingdom,Europe & Middle East,2,Female,UNITED KINGDOM,FEMALE,01-01-1976,'76,,1976,62.4,,62.4,62.4,,62.4,,62.4
Not applicable,2,Greece,Greece,GRC,False,,Greece,False,61,False,Female,True,Effective labour market exit age,False,False,False,OECD member,GRC,Greece,Europe & Middle East,2,Female,GREECE,FEMALE,01-01-1976,'76,,1976,61.8,,61.8,61.8,,61.8,,61.8
Not applicable,2,Hungary,Hungary,HUN,False,,Hungary,False,61,False,Female,True,Effective labour market exit age,False,False,False,OECD member,HUN,Hungary,Europe & Middle East,2,Female,HUNGARY,FEMALE,01-01-1976,'76,,1976,61.2,,61.2,61.2,,61.2,,61.2
Not applicable,2,Ireland,Ireland,IRL,False,,Ireland,False,70,False,Female,True,Effective labour market exit age,False,False,False,OECD member,IRL,Ireland,Europe & Middle East,2,Female,IRELAND,FEMALE,01-01-1976,'76,,1976,70.4,,70.4,70.4,,70.4,,70.4
Not applicable,2,Iceland,Iceland,ISL,False,,Iceland,False,69,False,Female,True,Effective labour market exit age,False,False,False,OECD member,ISL,Iceland,Europe & Middle East,2,Female,ICELAND,FEMALE,01-01-1976,'76,,1976,69.4,,69.4,69.4,,69.4,,69.4
Not applicable,2,Italy,Italy,ITA,False,,Italy,False,59,False,Female,True,Effective labour market exit age,False,False,False,OECD member,ITA,Italy,Europe & Middle East,2,Female,ITALY,FEMALE,01-01-1976,'76,,1976,59.7,,59.7,59.7,,59.7,,59.7
Not applicable,2,Japan,Japan,JPN,False,,Japan,False,63,False,Female,True,Effective labour market exit age,False,False,False,OECD member,JPN,Japan,East Asia,2,Female,JAPAN,FEMALE,01-01-1976,'76,,1976,63.8,,63.8,63.8,,63.8,,63.8
Not applicable,2,Korea,Korea,KOR,False,,Korea,False,64,False,Female,True,Effective labour market exit age,False,False,False,OECD member,KOR,Korea,East Asia,2,Female,KOREA,FEMALE,01-01-1976,'76,,1976,64.5,,64.5,64.5,,64.5,64.5,64.5
Not applicable,2,Luxembourg,Luxembourg,LUX,False,,Luxembourg,False,63,False,Female,True,Effective labour market exit age,False,False,False,OECD member,LUX,Luxembourg,Europe & Middle East,2,Female,LUXEMBOURG,FEMALE,01-01-1976,'76,,1976,63.3,,63.3,63.3,,63.3,,63.3
Not applicable,2,Mexico,Mexico,MEX,True,,Mexico,False,76,False,Female,True,Effective labour market exit age,False,False,False,OECD member,MEX,Mexico,Latin America,2,Female,MEXICO,FEMALE,01-01-1976,'76,,1976,76.6,,76.6,76.6,,76.6,76.6,76.6
Not applicable,2,Netherlands,Netherlands,NLD,False,,Netherlands,False,64,False,Female,True,Effective labour market exit age,False,False,False,OECD member,NLD,Netherlands,Europe & Middle East,2,Female,NETHERLANDS,FEMALE,01-01-1976,'76,,1976,64.0,,64.0,64.0,,64.0,,64.0
Not applicable,2,Norway,Norway,NOR,False,,Norway,False,67,False,Female,True,Effective labour market exit age,False,False,False,OECD member,NOR,Norway,Europe & Middle East,2,Female,NORWAY,FEMALE,01-01-1976,'76,,1976,67.2,,67.2,67.2,,67.2,,67.2
Not applicable,2,New Zealand,New Zealand,NZL,False,,New Zealand,False,64,False,Female,True,Effective labour market exit age,False,False,False,OECD member,NZL,New Zealand,Oceania,2,Female,NEW ZEALAND,FEMALE,01-01-1976,'76,,1976,64.5,,64.5,64.5,,64.5,,64.5
Not applicable,2,OECD average,OECD average,OECD_REP,False,OECD average,,False,63,False,Female,True,Effective labour market exit age,True,True,True,OECD member,OECD_REP,OECD average country,OECD average,2,Female,OECD AVERAGE COUNTRY,FEMALE,01-01-1976,'76,,1976,63.8,,63.8,63.8,,63.8,,63.8
Not applicable,2,Poland,Poland,POL,False,,Poland,False,64,False,Female,True,Effective labour market exit age,False,False,False,OECD member,POL,Poland,Europe & Middle East,2,Female,POLAND,FEMALE,01-01-1976,'76,,1976,64.1,,64.1,64.1,,64.1,,64.1
Not applicable,2,Portugal,Portugal,PRT,False,,Portugal,False,64,False,Female,True,Effective labour market exit age,False,False,False,OECD member,PRT,Portugal,Europe & Middle East,2,Female,PORTUGAL,FEMALE,01-01-1976,'76,,1976,64.4,,64.4,64.4,,64.4,,64.4
Not applicable,2,Slovak Republic,Slovak Republic,SVK,False,,Slovak Republic,False,58,False,Female,True,Effective labour market exit age,False,False,False,OECD member,SVK,Slovak Republic,Europe & Middle East,2,Female,SLOVAK REPUBLIC,FEMALE,01-01-1976,'76,,1976,58.9,,58.9,58.9,,58.9,,58.9
Not applicable,2,Slovenia,Slovenia,SVN,False,,Slovenia,False,60,False,Female,True,Effective labour market exit age,False,False,False,OECD member,SVN,Slovenia,Europe & Middle East,2,Female,SLOVENIA,FEMALE,01-01-1976,'76,,1976,60.3,,60.3,60.3,,60.3,,60.3
Not applicable,2,Sweden,Sweden,SWE,False,,Sweden,False,63,False,Female,True,Effective labour market exit age,False,False,False,OECD member,SWE,Sweden,Europe & Middle East,2,Female,SWEDEN,FEMALE,01-01-1976,'76,,1976,63.8,,63.8,63.8,,63.8,,63.8
Not applicable,2,Türkiye,Türkiye,TUR,False,,Türkiye,False,60,False,Female,True,Effective labour market exit age,False,False,False,OECD member,TUR,Türkiye,Europe & Middle East,2,Female,TÜRKIYE,FEMALE,01-01-1976,'76,,1976,60.5,,60.5,60.5,,60.5,,60.5
Not applicable,2,United States,United States,USA,False,,United States,False,63,False,Female,True,Effective labour market exit age,False,False,False,OECD member,USA,United States,N. America,2,Female,UNITED STATES,FEMALE,01-01-1976,'76,,1976,63.8,,63.8,63.8,,63.8,,63.8
Not applicable,2,Australia,Australia,AUS,False,,Australia,False,59,True,Female,True,Effective labour market exit age,False,False,False,OECD member,AUS,Australia,Oceania,2,Female,AUSTRALIA,FEMALE,01-01-1977,'77,1977,1977,59.7,,59.7,59.7,,59.7,,59.7
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,58,True,Female,True,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Female,BELGIUM,FEMALE,01-01-1977,'77,1977,1977,58.7,,58.7,58.7,,58.7,,58.7
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,63,True,Female,True,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Female,CANADA,FEMALE,01-01-1977,'77,1977,1977,63.0,,63.0,63.0,,63.0,,63.0
Not applicable,2,Switzerland,Switzerland,CHE,False,,Switzerland,False,65,True,Female,True,Effective labour market exit age,False,False,False,OECD member,CHE,Switzerland,Europe & Middle East,2,Female,SWITZERLAND,FEMALE,01-01-1977,'77,1977,1977,65.2,,65.2,65.2,,65.2,,65.2
Not applicable,2,Chile,Chile,CHL,False,,Chile,False,65,True,Female,True,Effective labour market exit age,False,False,False,OECD member,CHL,Chile,Latin America,2,Female,CHILE,FEMALE,01-01-1977,'77,1977,1977,65.0,,65.0,65.0,,65.0,,65.0
Not applicable,2,Czechia,Czechia,CZE,False,,Czechia,False,58,True,Female,True,Effective labour market exit age,False,False,False,OECD member,CZE,Czechia,Europe & Middle East,2,Female,CZECHIA,FEMALE,01-01-1977,'77,1977,1977,58.3,,58.3,58.3,,58.3,,58.3
Not applicable,2,Denmark,Denmark,DNK,False,,Denmark,False,63,True,Female,True,Effective labour market exit age,False,False,False,OECD member,DNK,Denmark,Europe & Middle East,2,Female,DENMARK,FEMALE,01-01-1977,'77,1977,1977,63.6,,63.6,63.6,,63.6,,63.6
Not applicable,2,Spain,Spain,ESP,False,,Spain,False,67,True,Female,True,Effective labour market exit age,False,False,False,OECD member,ESP,Spain,Europe & Middle East,2,Female,SPAIN,FEMALE,01-01-1977,'77,1977,1977,67.6,,67.6,67.6,,67.6,,67.6
Not applicable,2,Estonia,Estonia,EST,False,,Estonia,False,58,True,Female,True,Effective labour market exit age,False,False,False,OECD member,EST,Estonia,Europe & Middle East,2,Female,ESTONIA,FEMALE,01-01-1977,'77,1977,1977,58.9,,58.9,58.9,,58.9,,58.9
Not applicable,2,Finland,Finland,FIN,False,,Finland,False,62,True,Female,True,Effective labour market exit age,False,False,False,OECD member,FIN,Finland,Europe & Middle East,2,Female,FINLAND,FEMALE,01-01-1977,'77,1977,1977,62.6,,62.6,62.6,,62.6,,62.6
Not applicable,2,France,France,FRA,False,,France,False,64,True,Female,True,Effective labour market exit age,False,False,False,OECD member,FRA,France,Europe & Middle East,2,Female,FRANCE,FEMALE,01-01-1977,'77,1977,1977,64.0,,64.0,64.0,,64.0,,64.0
Not applicable,2,United Kingdom,United Kingdom,GBR,False,,United Kingdom,False,63,True,Female,True,Effective labour market exit age,False,False,False,OECD member,GBR,United Kingdom,Europe & Middle East,2,Female,UNITED KINGDOM,FEMALE,01-01-1977,'77,1977,1977,63.1,,63.1,63.1,,63.1,,63.1
Not applicable,2,Greece,Greece,GRC,False,,Greece,False,61,True,Female,True,Effective labour market exit age,False,False,False,OECD member,GRC,Greece,Europe & Middle East,2,Female,GREECE,FEMALE,01-01-1977,'77,1977,1977,61.5,,61.5,61.5,,61.5,,61.5
Not applicable,2,Hungary,Hungary,HUN,False,,Hungary,False,61,True,Female,True,Effective labour market exit age,False,False,False,OECD member,HUN,Hungary,Europe & Middle East,2,Female,HUNGARY,FEMALE,01-01-1977,'77,1977,1977,61.0,,61.0,61.0,,61.0,,61.0
Not applicable,2,Ireland,Ireland,IRL,False,,Ireland,False,69,True,Female,True,Effective labour market exit age,False,False,False,OECD member,IRL,Ireland,Europe & Middle East,2,Female,IRELAND,FEMALE,01-01-1977,'77,1977,1977,69.8,,69.8,69.8,,69.8,,69.8
Not applicable,2,Iceland,Iceland,ISL,False,,Iceland,False,69,True,Female,True,Effective labour market exit age,False,False,False,OECD member,ISL,Iceland,Europe & Middle East,2,Female,ICELAND,FEMALE,01-01-1977,'77,1977,1977,69.4,,69.4,69.4,,69.4,,69.4
