Age,Country,Country (group),Country Code,Gender,Measure1,OECD Member: T|F,Ref Area,Reference area,Sex,UPPER(Gender),Year,Year Int,Age | Years,Effective labour market exit age,Obs Value
65 years,Sweden,Europe,SWE,Female,Life expectancy,OECD member,SWE,Sweden,Female,FEMALE,01-01-1973,1973,17.3,,17.3
65 years,Türkiye,Europe,TUR,Female,Life expectancy,OECD member,TUR,Türkiye,Female,FEMALE,01-01-1973,1973,12.6,,12.6
65 years,United States,Other,USA,Female,Life expectancy,OECD member,USA,United States,Female,FEMALE,01-01-1973,1973,17.2,,17.2
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-1974,1974,16.5,,16.5
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-1974,1974,15.7,,15.7
65 years,Belgium,Europe,BEL,Female,Life expectancy,OECD member,BEL,Belgium,Female,FEMALE,01-01-1974,1974,15.9,,15.9
65 years,Switzerland,Europe,CHE,Female,Life expectancy,OECD member,CHE,Switzerland,Female,FEMALE,01-01-1974,1974,17.3,,17.3
65 years,Czechia,Europe,CZE,Female,Life expectancy,OECD member,CZE,Czechia,Female,FEMALE,01-01-1974,1974,14.5,,14.5
65 years,Germany,Europe,DEU,Female,Life expectancy,OECD member,DEU,Germany,Female,FEMALE,01-01-1974,1974,15.5,,15.5
65 years,Denmark,Europe,DNK,Female,Life expectancy,OECD member,DNK,Denmark,Female,FEMALE,01-01-1974,1974,17.2,,17.2
65 years,Estonia,Europe,EST,Female,Life expectancy,OECD member,EST,Estonia,Female,FEMALE,01-01-1974,1974,16.2,,16.2
65 years,Finland,Europe,FIN,Female,Life expectancy,OECD member,FIN,Finland,Female,FEMALE,01-01-1974,1974,17.2,,17.2
65 years,France,Europe,FRA,Female,Life expectancy,OECD member,FRA,France,Female,FEMALE,01-01-1974,1974,17.2,,17.2
65 years,Greece,Europe,GRC,Female,Life expectancy,OECD member,GRC,Greece,Female,FEMALE,01-01-1974,1974,17.2,,17.2
65 years,Hungary,Europe,HUN,Female,Life expectancy,OECD member,HUN,Hungary,Female,FEMALE,01-01-1974,1974,14.9,,14.9
65 years,Iceland,Europe,ISL,Female,Life expectancy,OECD member,ISL,Iceland,Female,FEMALE,01-01-1974,1974,18.2,,18.2
65 years,Italy,Europe,ITA,Female,Life expectancy,OECD member,ITA,Italy,Female,FEMALE,01-01-1974,1974,16.2,,16.2
65 years,Japan,Other,JPN,Female,Life expectancy,OECD member,JPN,Japan,Female,FEMALE,01-01-1974,1974,16.2,,16.2
65 years,Korea,Other,KOR,Female,Life expectancy,OECD member,KOR,Korea,Female,FEMALE,01-01-1974,1974,15.2,,15.2
65 years,Lithuania,Europe,LTU,Female,Life expectancy,OECD member,LTU,Lithuania,Female,FEMALE,01-01-1974,1974,17.1,,17.1
65 years,Luxembourg,Europe,LUX,Female,Life expectancy,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1974,1974,15.1,,15.1
65 years,Mexico,Other,MEX,Female,Life expectancy,OECD member,MEX,Mexico,Female,FEMALE,01-01-1974,1974,16.5,,16.5
65 years,Netherlands,Europe,NLD,Female,Life expectancy,OECD member,NLD,Netherlands,Female,FEMALE,01-01-1974,1974,16.8,,16.8
65 years,Norway,Europe,NOR,Female,Life expectancy,OECD member,NOR,Norway,Female,FEMALE,01-01-1974,1974,17.3,,17.3
65 years,New Zealand,Other,NZL,Female,Life expectancy,OECD member,NZL,New Zealand,Female,FEMALE,01-01-1974,1974,16.3,,16.3
65 years,Poland,Europe,POL,Female,Life expectancy,OECD member,POL,Poland,Female,FEMALE,01-01-1974,1974,15.7,,15.7
65 years,Portugal,Europe,PRT,Female,Life expectancy,OECD member,PRT,Portugal,Female,FEMALE,01-01-1974,1974,14.1,,14.1
65 years,Slovak Republic,Europe,SVK,Female,Life expectancy,OECD member,SVK,Slovak Republic,Female,FEMALE,01-01-1974,1974,15.0,,15.0
65 years,Sweden,Europe,SWE,Female,Life expectancy,OECD member,SWE,Sweden,Female,FEMALE,01-01-1974,1974,17.5,,17.5
65 years,Türkiye,Europe,TUR,Female,Life expectancy,OECD member,TUR,Türkiye,Female,FEMALE,01-01-1974,1974,12.6,,12.6
65 years,United States,Other,USA,Female,Life expectancy,OECD member,USA,United States,Female,FEMALE,01-01-1974,1974,17.5,,17.5
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-1975,1975,17.0,,17.0
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-1975,1975,15.6,,15.6
65 years,Belgium,Europe,BEL,Female,Life expectancy,OECD member,BEL,Belgium,Female,FEMALE,01-01-1975,1975,15.8,,15.8
65 years,Switzerland,Europe,CHE,Female,Life expectancy,OECD member,CHE,Switzerland,Female,FEMALE,01-01-1975,1975,17.6,,17.6
65 years,Czechia,Europe,CZE,Female,Life expectancy,OECD member,CZE,Czechia,Female,FEMALE,01-01-1975,1975,14.7,,14.7
65 years,Germany,Europe,DEU,Female,Life expectancy,OECD member,DEU,Germany,Female,FEMALE,01-01-1975,1975,15.3,,15.3
65 years,Denmark,Europe,DNK,Female,Life expectancy,OECD member,DNK,Denmark,Female,FEMALE,01-01-1975,1975,17.5,,17.5
65 years,Spain,Europe,ESP,Female,Life expectancy,OECD member,ESP,Spain,Female,FEMALE,01-01-1975,1975,16.5,,16.5
65 years,Estonia,Europe,EST,Female,Life expectancy,OECD member,EST,Estonia,Female,FEMALE,01-01-1975,1975,15.7,,15.7
65 years,Finland,Europe,FIN,Female,Life expectancy,OECD member,FIN,Finland,Female,FEMALE,01-01-1975,1975,17.5,,17.5
65 years,France,Europe,FRA,Female,Life expectancy,OECD member,FRA,France,Female,FEMALE,01-01-1975,1975,17.2,,17.2
65 years,Greece,Europe,GRC,Female,Life expectancy,OECD member,GRC,Greece,Female,FEMALE,01-01-1975,1975,17.0,,17.0
65 years,Hungary,Europe,HUN,Female,Life expectancy,OECD member,HUN,Hungary,Female,FEMALE,01-01-1975,1975,14.7,,14.7
65 years,Iceland,Europe,ISL,Female,Life expectancy,OECD member,ISL,Iceland,Female,FEMALE,01-01-1975,1975,19.0,,19.0
65 years,Italy,Europe,ITA,Female,Life expectancy,OECD member,ITA,Italy,Female,FEMALE,01-01-1975,1975,16.2,,16.2
65 years,Japan,Other,JPN,Female,Life expectancy,OECD member,JPN,Japan,Female,FEMALE,01-01-1975,1975,16.6,,16.6
65 years,Korea,Other,KOR,Female,Life expectancy,OECD member,KOR,Korea,Female,FEMALE,01-01-1975,1975,15.2,,15.2
65 years,Lithuania,Europe,LTU,Female,Life expectancy,OECD member,LTU,Lithuania,Female,FEMALE,01-01-1975,1975,16.9,,16.9
65 years,Luxembourg,Europe,LUX,Female,Life expectancy,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1975,1975,15.0,,15.0
65 years,Mexico,Other,MEX,Female,Life expectancy,OECD member,MEX,Mexico,Female,FEMALE,01-01-1975,1975,16.6,,16.6
65 years,Netherlands,Europe,NLD,Female,Life expectancy,OECD member,NLD,Netherlands,Female,FEMALE,01-01-1975,1975,16.8,,16.8
65 years,Norway,Europe,NOR,Female,Life expectancy,OECD member,NOR,Norway,Female,FEMALE,01-01-1975,1975,17.4,,17.4
65 years,New Zealand,Other,NZL,Female,Life expectancy,OECD member,NZL,New Zealand,Female,FEMALE,01-01-1975,1975,16.5,,16.5
65 years,Poland,Europe,POL,Female,Life expectancy,OECD member,POL,Poland,Female,FEMALE,01-01-1975,1975,15.5,,15.5
65 years,Portugal,Europe,PRT,Female,Life expectancy,OECD member,PRT,Portugal,Female,FEMALE,01-01-1975,1975,14.9,,14.9
65 years,Slovak Republic,Europe,SVK,Female,Life expectancy,OECD member,SVK,Slovak Republic,Female,FEMALE,01-01-1975,1975,15.2,,15.2
65 years,Sweden,Europe,SWE,Female,Life expectancy,OECD member,SWE,Sweden,Female,FEMALE,01-01-1975,1975,17.5,,17.5
65 years,Türkiye,Europe,TUR,Female,Life expectancy,OECD member,TUR,Türkiye,Female,FEMALE,01-01-1975,1975,12.6,,12.6
65 years,United States,Other,USA,Female,Life expectancy,OECD member,USA,United States,Female,FEMALE,01-01-1975,1975,18.0,,18.0
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-1976,1976,17.0,,17.0
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-1976,1976,15.7,,15.7
65 years,Belgium,Europe,BEL,Female,Life expectancy,OECD member,BEL,Belgium,Female,FEMALE,01-01-1976,1976,16.0,,16.0
65 years,Canada,Other,CAN,Female,Life expectancy,OECD member,CAN,Canada,Female,FEMALE,01-01-1976,1976,18.0,,18.0
65 years,Switzerland,Europe,CHE,Female,Life expectancy,OECD member,CHE,Switzerland,Female,FEMALE,01-01-1976,1976,17.6,,17.6
65 years,Czechia,Europe,CZE,Female,Life expectancy,OECD member,CZE,Czechia,Female,FEMALE,01-01-1976,1976,14.8,,14.8
65 years,Germany,Europe,DEU,Female,Life expectancy,OECD member,DEU,Germany,Female,FEMALE,01-01-1976,1976,15.6,,15.6
65 years,Denmark,Europe,DNK,Female,Life expectancy,OECD member,DNK,Denmark,Female,FEMALE,01-01-1976,1976,17.1,,17.1
65 years,Spain,Europe,ESP,Female,Life expectancy,OECD member,ESP,Spain,Female,FEMALE,01-01-1976,1976,16.7,,16.7
65 years,Estonia,Europe,EST,Female,Life expectancy,OECD member,EST,Estonia,Female,FEMALE,01-01-1976,1976,15.5,,15.5
65 years,Finland,Europe,FIN,Female,Life expectancy,OECD member,FIN,Finland,Female,FEMALE,01-01-1976,1976,17.1,,17.1
65 years,France,Europe,FRA,Female,Life expectancy,OECD member,FRA,France,Female,FEMALE,01-01-1976,1976,17.4,,17.4
65 years,Greece,Europe,GRC,Female,Life expectancy,OECD member,GRC,Greece,Female,FEMALE,01-01-1976,1976,17.0,,17.0
65 years,Hungary,Europe,HUN,Female,Life expectancy,OECD member,HUN,Hungary,Female,FEMALE,01-01-1976,1976,14.7,,14.7
65 years,Iceland,Europe,ISL,Female,Life expectancy,OECD member,ISL,Iceland,Female,FEMALE,01-01-1976,1976,19.2,,19.2
65 years,Italy,Europe,ITA,Female,Life expectancy,OECD member,ITA,Italy,Female,FEMALE,01-01-1976,1976,16.3,,16.3
65 years,Japan,Other,JPN,Female,Life expectancy,OECD member,JPN,Japan,Female,FEMALE,01-01-1976,1976,16.8,,16.8
65 years,Korea,Other,KOR,Female,Life expectancy,OECD member,KOR,Korea,Female,FEMALE,01-01-1976,1976,15.3,,15.3
65 years,Lithuania,Europe,LTU,Female,Life expectancy,OECD member,LTU,Lithuania,Female,FEMALE,01-01-1976,1976,16.8,,16.8
65 years,Luxembourg,Europe,LUX,Female,Life expectancy,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1976,1976,15.0,,15.0
65 years,Mexico,Other,MEX,Female,Life expectancy,OECD member,MEX,Mexico,Female,FEMALE,01-01-1976,1976,16.8,,16.8
65 years,Netherlands,Europe,NLD,Female,Life expectancy,OECD member,NLD,Netherlands,Female,FEMALE,01-01-1976,1976,17.0,,17.0
65 years,Norway,Europe,NOR,Female,Life expectancy,OECD member,NOR,Norway,Female,FEMALE,01-01-1976,1976,17.6,,17.6
65 years,New Zealand,Other,NZL,Female,Life expectancy,OECD member,NZL,New Zealand,Female,FEMALE,01-01-1976,1976,16.6,,16.6
65 years,Poland,Europe,POL,Female,Life expectancy,OECD member,POL,Poland,Female,FEMALE,01-01-1976,1976,15.7,,15.7
65 years,Portugal,Europe,PRT,Female,Life expectancy,OECD member,PRT,Portugal,Female,FEMALE,01-01-1976,1976,15.0,,15.0
65 years,Slovak Republic,Europe,SVK,Female,Life expectancy,OECD member,SVK,Slovak Republic,Female,FEMALE,01-01-1976,1976,15.3,,15.3
65 years,Sweden,Europe,SWE,Female,Life expectancy,OECD member,SWE,Sweden,Female,FEMALE,01-01-1976,1976,17.4,,17.4
65 years,Türkiye,Europe,TUR,Female,Life expectancy,OECD member,TUR,Türkiye,Female,FEMALE,01-01-1976,1976,12.7,,12.7
65 years,United States,Other,USA,Female,Life expectancy,OECD member,USA,United States,Female,FEMALE,01-01-1976,1976,18.0,,18.0
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-1977,1977,17.4,,17.4
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-1977,1977,16.0,,16.0
65 years,Belgium,Europe,BEL,Female,Life expectancy,OECD member,BEL,Belgium,Female,FEMALE,01-01-1977,1977,16.5,,16.5
65 years,Switzerland,Europe,CHE,Female,Life expectancy,OECD member,CHE,Switzerland,Female,FEMALE,01-01-1977,1977,18.1,,18.1
65 years,Czechia,Europe,CZE,Female,Life expectancy,OECD member,CZE,Czechia,Female,FEMALE,01-01-1977,1977,14.8,,14.8
65 years,Germany,Europe,DEU,Female,Life expectancy,OECD member,DEU,Germany,Female,FEMALE,01-01-1977,1977,16.1,,16.1
65 years,Denmark,Europe,DNK,Female,Life expectancy,OECD member,DNK,Denmark,Female,FEMALE,01-01-1977,1977,18.0,,18.0
65 years,Spain,Europe,ESP,Female,Life expectancy,OECD member,ESP,Spain,Female,FEMALE,01-01-1977,1977,17.0,,17.0
65 years,Estonia,Europe,EST,Female,Life expectancy,OECD member,EST,Estonia,Female,FEMALE,01-01-1977,1977,15.7,,15.7
65 years,Finland,Europe,FIN,Female,Life expectancy,OECD member,FIN,Finland,Female,FEMALE,01-01-1977,1977,18.0,,18.0
65 years,France,Europe,FRA,Female,Life expectancy,OECD member,FRA,France,Female,FEMALE,01-01-1977,1977,17.9,,17.9
65 years,Greece,Europe,GRC,Female,Life expectancy,OECD member,GRC,Greece,Female,FEMALE,01-01-1977,1977,16.9,,16.9
65 years,Hungary,Europe,HUN,Female,Life expectancy,OECD member,HUN,Hungary,Female,FEMALE,01-01-1977,1977,14.8,,14.8
65 years,Iceland,Europe,ISL,Female,Life expectancy,OECD member,ISL,Iceland,Female,FEMALE,01-01-1977,1977,19.1,,19.1
65 years,Italy,Europe,ITA,Female,Life expectancy,OECD member,ITA,Italy,Female,FEMALE,01-01-1977,1977,16.7,,16.7
65 years,Japan,Other,JPN,Female,Life expectancy,OECD member,JPN,Japan,Female,FEMALE,01-01-1977,1977,17.2,,17.2
65 years,Korea,Other,KOR,Female,Life expectancy,OECD member,KOR,Korea,Female,FEMALE,01-01-1977,1977,15.4,,15.4
65 years,Lithuania,Europe,LTU,Female,Life expectancy,OECD member,LTU,Lithuania,Female,FEMALE,01-01-1977,1977,16.8,,16.8
65 years,Luxembourg,Europe,LUX,Female,Life expectancy,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1977,1977,16.3,,16.3
65 years,Mexico,Other,MEX,Female,Life expectancy,OECD member,MEX,Mexico,Female,FEMALE,01-01-1977,1977,16.8,,16.8
65 years,Netherlands,Europe,NLD,Female,Life expectancy,OECD member,NLD,Netherlands,Female,FEMALE,01-01-1977,1977,17.6,,17.6
65 years,Norway,Europe,NOR,Female,Life expectancy,OECD member,NOR,Norway,Female,FEMALE,01-01-1977,1977,17.8,,17.8
65 years,New Zealand,Other,NZL,Female,Life expectancy,OECD member,NZL,New Zealand,Female,FEMALE,01-01-1977,1977,16.7,,16.7
65 years,Poland,Europe,POL,Female,Life expectancy,OECD member,POL,Poland,Female,FEMALE,01-01-1977,1977,15.7,,15.7
65 years,Portugal,Europe,PRT,Female,Life expectancy,OECD member,PRT,Portugal,Female,FEMALE,01-01-1977,1977,15.5,,15.5
65 years,Slovak Republic,Europe,SVK,Female,Life expectancy,OECD member,SVK,Slovak Republic,Female,FEMALE,01-01-1977,1977,15.3,,15.3
65 years,Sweden,Europe,SWE,Female,Life expectancy,OECD member,SWE,Sweden,Female,FEMALE,01-01-1977,1977,18.0,,18.0
65 years,Türkiye,Europe,TUR,Female,Life expectancy,OECD member,TUR,Türkiye,Female,FEMALE,01-01-1977,1977,12.7,,12.7
65 years,United States,Other,USA,Female,Life expectancy,OECD member,USA,United States,Female,FEMALE,01-01-1977,1977,18.3,,18.3
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-1978,1978,17.5,,17.5
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-1978,1978,15.9,,15.9
65 years,Belgium,Europe,BEL,Female,Life expectancy,OECD member,BEL,Belgium,Female,FEMALE,01-01-1978,1978,16.5,,16.5
65 years,Switzerland,Europe,CHE,Female,Life expectancy,OECD member,CHE,Switzerland,Female,FEMALE,01-01-1978,1978,18.0,,18.0
65 years,Czechia,Europe,CZE,Female,Life expectancy,OECD member,CZE,Czechia,Female,FEMALE,01-01-1978,1978,14.8,,14.8
65 years,Germany,Europe,DEU,Female,Life expectancy,OECD member,DEU,Germany,Female,FEMALE,01-01-1978,1978,16.0,,16.0
65 years,Denmark,Europe,DNK,Female,Life expectancy,OECD member,DNK,Denmark,Female,FEMALE,01-01-1978,1978,17.7,,17.7
65 years,Spain,Europe,ESP,Female,Life expectancy,OECD member,ESP,Spain,Female,FEMALE,01-01-1978,1978,17.2,,17.2
65 years,Estonia,Europe,EST,Female,Life expectancy,OECD member,EST,Estonia,Female,FEMALE,01-01-1978,1978,15.5,,15.5
65 years,Finland,Europe,FIN,Female,Life expectancy,OECD member,FIN,Finland,Female,FEMALE,01-01-1978,1978,17.7,,17.7
65 years,France,Europe,FRA,Female,Life expectancy,OECD member,FRA,France,Female,FEMALE,01-01-1978,1978,17.9,,17.9
65 years,Greece,Europe,GRC,Female,Life expectancy,OECD member,GRC,Greece,Female,FEMALE,01-01-1978,1978,17.4,,17.4
65 years,Hungary,Europe,HUN,Female,Life expectancy,OECD member,HUN,Hungary,Female,FEMALE,01-01-1978,1978,14.5,,14.5
65 years,Iceland,Europe,ISL,Female,Life expectancy,OECD member,ISL,Iceland,Female,FEMALE,01-01-1978,1978,19.7,,19.7
65 years,Italy,Europe,ITA,Female,Life expectancy,OECD member,ITA,Italy,Female,FEMALE,01-01-1978,1978,17.0,,17.0
65 years,Japan,Other,JPN,Female,Life expectancy,OECD member,JPN,Japan,Female,FEMALE,01-01-1978,1978,17.5,,17.5
65 years,Korea,Other,KOR,Female,Life expectancy,OECD member,KOR,Korea,Female,FEMALE,01-01-1978,1978,15.4,,15.4
65 years,Lithuania,Europe,LTU,Female,Life expectancy,OECD member,LTU,Lithuania,Female,FEMALE,01-01-1978,1978,16.8,,16.8
65 years,Luxembourg,Europe,LUX,Female,Life expectancy,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1978,1978,16.2,,16.2
65 years,Mexico,Other,MEX,Female,Life expectancy,OECD member,MEX,Mexico,Female,FEMALE,01-01-1978,1978,16.9,,16.9
65 years,Netherlands,Europe,NLD,Female,Life expectancy,OECD member,NLD,Netherlands,Female,FEMALE,01-01-1978,1978,17.5,,17.5
65 years,Norway,Europe,NOR,Female,Life expectancy,OECD member,NOR,Norway,Female,FEMALE,01-01-1978,1978,17.8,,17.8
65 years,New Zealand,Other,NZL,Female,Life expectancy,OECD member,NZL,New Zealand,Female,FEMALE,01-01-1978,1978,16.8,,16.8
65 years,Poland,Europe,POL,Female,Life expectancy,OECD member,POL,Poland,Female,FEMALE,01-01-1978,1978,15.6,,15.6
65 years,Portugal,Europe,PRT,Female,Life expectancy,OECD member,PRT,Portugal,Female,FEMALE,01-01-1978,1978,15.4,,15.4
65 years,Slovak Republic,Europe,SVK,Female,Life expectancy,OECD member,SVK,Slovak Republic,Female,FEMALE,01-01-1978,1978,15.5,,15.5
65 years,Sweden,Europe,SWE,Female,Life expectancy,OECD member,SWE,Sweden,Female,FEMALE,01-01-1978,1978,17.9,,17.9
65 years,Türkiye,Europe,TUR,Female,Life expectancy,OECD member,TUR,Türkiye,Female,FEMALE,01-01-1978,1978,12.7,,12.7
65 years,United States,Other,USA,Female,Life expectancy,OECD member,USA,United States,Female,FEMALE,01-01-1978,1978,18.4,,18.4
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-1979,1979,17.8,,17.8
65 years,Austria,Europe,AUT,Female,Life expectancy,OECD member,AUT,Austria,Female,FEMALE,01-01-1979,1979,16.3,,16.3
65 years,Belgium,Europe,BEL,Female,Life expectancy,OECD member,BEL,Belgium,Female,FEMALE,01-01-1979,1979,16.9,,16.9
65 years,Canada,Other,CAN,Female,Life expectancy,OECD member,CAN,Canada,Female,FEMALE,01-01-1979,1979,19.0,,19.0
65 years,Switzerland,Europe,CHE,Female,Life expectancy,OECD member,CHE,Switzerland,Female,FEMALE,01-01-1979,1979,18.3,,18.3
65 years,Czechia,Europe,CZE,Female,Life expectancy,OECD member,CZE,Czechia,Female,FEMALE,01-01-1979,1979,14.9,,14.9
65 years,Germany,Europe,DEU,Female,Life expectancy,OECD member,DEU,Germany,Female,FEMALE,01-01-1979,1979,16.2,,16.2
65 years,Denmark,Europe,DNK,Female,Life expectancy,OECD member,DNK,Denmark,Female,FEMALE,01-01-1979,1979,17.7,,17.7
65 years,Spain,Europe,ESP,Female,Life expectancy,OECD member,ESP,Spain,Female,FEMALE,01-01-1979,1979,17.6,,17.6
65 years,Estonia,Europe,EST,Female,Life expectancy,OECD member,EST,Estonia,Female,FEMALE,01-01-1979,1979,15.6,,15.6
65 years,Finland,Europe,FIN,Female,Life expectancy,OECD member,FIN,Finland,Female,FEMALE,01-01-1979,1979,17.7,,17.7
65 years,France,Europe,FRA,Female,Life expectancy,OECD member,FRA,France,Female,FEMALE,01-01-1979,1979,18.1,,18.1
65 years,Greece,Europe,GRC,Female,Life expectancy,OECD member,GRC,Greece,Female,FEMALE,01-01-1979,1979,17.5,,17.5
65 years,Hungary,Europe,HUN,Female,Life expectancy,OECD member,HUN,Hungary,Female,FEMALE,01-01-1979,1979,15.0,,15.0
65 years,Ireland,Europe,IRL,Female,Life expectancy,OECD member,IRL,Ireland,Female,FEMALE,01-01-1979,1979,15.4,,15.4
65 years,Italy,Europe,ITA,Female,Life expectancy,OECD member,ITA,Italy,Female,FEMALE,01-01-1979,1979,17.2,,17.2
65 years,Japan,Other,JPN,Female,Life expectancy,OECD member,JPN,Japan,Female,FEMALE,01-01-1979,1979,17.9,,17.9
65 years,Korea,Other,KOR,Female,Life expectancy,OECD member,KOR,Korea,Female,FEMALE,01-01-1979,1979,15.5,,15.5
65 years,Lithuania,Europe,LTU,Female,Life expectancy,OECD member,LTU,Lithuania,Female,FEMALE,01-01-1979,1979,16.7,,16.7
65 years,Luxembourg,Europe,LUX,Female,Life expectancy,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1979,1979,16.9,,16.9
65 years,Mexico,Other,MEX,Female,Life expectancy,OECD member,MEX,Mexico,Female,FEMALE,01-01-1979,1979,17.0,,17.0
65 years,Netherlands,Europe,NLD,Female,Life expectancy,OECD member,NLD,Netherlands,Female,FEMALE,01-01-1979,1979,17.8,,17.8
65 years,Norway,Europe,NOR,Female,Life expectancy,OECD member,NOR,Norway,Female,FEMALE,01-01-1979,1979,17.9,,17.9
65 years,New Zealand,Other,NZL,Female,Life expectancy,OECD member,NZL,New Zealand,Female,FEMALE,01-01-1979,1979,16.9,,16.9
65 years,Poland,Europe,POL,Female,Life expectancy,OECD member,POL,Poland,Female,FEMALE,01-01-1979,1979,15.9,,15.9
65 years,Portugal,Europe,PRT,Female,Life expectancy,OECD member,PRT,Portugal,Female,FEMALE,01-01-1979,1979,15.9,,15.9
65 years,Slovak Republic,Europe,SVK,Female,Life expectancy,OECD member,SVK,Slovak Republic,Female,FEMALE,01-01-1979,1979,15.5,,15.5
65 years,Sweden,Europe,SWE,Female,Life expectancy,OECD member,SWE,Sweden,Female,FEMALE,01-01-1979,1979,18.1,,18.1
65 years,Türkiye,Europe,TUR,Female,Life expectancy,OECD member,TUR,Türkiye,Female,FEMALE,01-01-1979,1979,12.7,,12.7
65 years,United States,Other,USA,Female,Life expectancy,OECD member,USA,United States,Female,FEMALE,01-01-1979,1979,18.6,,18.6
65 years,Australia,Other,AUS,Female,Life expectancy,OECD member,AUS,Australia,Female,FEMALE,01-01-1980,1980,17.9,,17.9
